MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
0.233,36,5.87,2.47,252.0,4.09,39.6242,-116.0185,1.159
0.207,28,5.42,2.6,4053.0,3.04,33.2282,-114.6827,0.468
0.161,2,5.38,2.93,2235.0,2.09,41.2296,-120.0304,0.999
0.172,46,6.57,3.38,2853.0,1.87,39.9421,-122.5392,0.877
0.217,24,5.8,2.38,3963.0,4.15,38.2346,-121.0521,0.857
0.197,33,5.54,2.3,1779.0,3.36,33.7061,-115.9056,0.69
0.332,28,5.65,2.55,4120.0,3.14,35.5412,-114.7429,1.181
0.195,33,7.34,4.1,2999.0,3.31,35.3565,-121.9938,1.328
0.099,18,5.67,2.62,2924.0,3.11,38.5804,-124.1786,0.724
0.206,43,4.99,2.29,1489.0,3.3,38.0848,-121.2595,0.289
0.252,12,3.59,1.71,3986.0,2.74,35.1338,-120.4537,1.033
0.241,33,4.07,2.05,1356.0,3.74,35.4554,-124.4684,0.978
0.506,29,5.03,2.48,3171.0,2.63,37.4252,-117.345,1.904
0.24,26,5.39,2.73,4176.0,2.37,40.5314,-123.1927,1.454
0.405,2,4.94,2.64,759.0,1.82,33.6991,-123.6407,1.882
0.295,20,5.85,2.47,2120.0,2.83,39.3945,-116.9491,1.59
0.293,3,4.93,2.17,3452.0,3.89,41.9589,-116.4068,1.492
0.222,26,4.59,2.24,1515.0,2.68,39.6225,-122.5677,1.18
0.291,35,6.11,2.82,334.0,2.04,36.6949,-116.4309,1.364
0.227,27,6.87,3.15,2164.0,3.2,39.4509,-121.3764,1.116
0.316,38,4.39,1.71,2584.0,2.54,40.6765,-121.2647,1.336
0.274,19,5.74,2.53,4619.0,4.08,39.8008,-123.2145,1.5
0.214,16,3.59,1.59,4074.0,3.75,32.6212,-122.1216,1.044
0.421,23,4.03,1.91,1067.0,2.11,33.7492,-124.0929,1.633
0.345,12,4.91,2.44,1529.0,2.88,33.5179,-117.4444,1.022
0.254,41,6.63,2.79,1089.0,2.47,32.8023,-115.5606,1.343
0.313,41,4.72,2.12,4571.0,2.19,39.288,-123.9924,0.946
0.289,21,4.68,2.42,1898.0,2.96,35.04,-121.8182,1.537
0.219,40,5.54,2.53,4477.0,3.57,39.3586,-120.8648,1.087
0.305,2,5.54,2.44,490.0,2.94,38.8279,-120.3783,1.89
0.239,8,4.71,2.81,2882.0,2.64,37.4743,-115.8458,0.418
0.214,15,7.49,3.91,559.0,1.46,33.0673,-124.0498,1.286
0.168,20,5.23,2.41,2861.0,2.53,35.4004,-118.0518,0.706
0.262,12,5.61,3.27,252.0,3.39,32.7576,-118.9112,1.298
0.363,26,5.1,2.92,950.0,2.06,41.1452,-115.696,1.544
0.233,40,5.94,2.9,901.0,3.9,35.432,-121.2884,1.53
0.718,23,6.73,3.06,3603.0,2.59,33.402,-123.4309,
0.405,23,7.16,3.25,3273.0,3.14,32.5239,-123.1289,1.792
0.469,3,4.74,1.96,2880.0,2.72,38.3094,-117.8789,1.707
0.393,15,6.6,3.12,1142.0,2.18,38.3992,-118.7696,1.81
0.569,41,6.05,2.99,1475.0,3.31,41.9518,-118.281,2.311
0.226,41,6.47,3.52,2013.0,2.58,35.2418,-123.0605,1.293
0.121,6,5.41,2.67,4898.0,2.42,32.942,-124.0539,0.972
0.254,1,5.31,2.37,3586.0,1.34,39.9041,-118.5518,1.186
0.361,42,6.44,2.86,,3.91,35.3935,-123.6489,1.711
0.314,9,6.45,3.0,352.0,3.0,35.6413,-114.7388,2.34
0.327,29,7.07,3.2,1868.0,3.77,41.1235,-116.0652,1.306
0.472,42,5.7,2.42,1203.0,3.43,37.966,-122.6105,2.119
0.34,40,5.39,,2153.0,3.77,36.3033,-118.2226,1.459
0.393,28,3.04,1.28,4980.0,2.61,41.5303,-123.1137,0.846
0.214,19,3.89,1.99,1139.0,2.04,35.0203,-114.6702,0.823
0.203,39,5.11,2.45,3065.0,3.53,32.704,-118.3108,0.826
0.523,35,4.4,2.2,2516.0,3.09,34.6933,-121.1636,1.629
0.308,42,6.31,2.8,3367.0,2.67,32.9192,-117.3558,1.096
0.239,26,4.19,2.21,2824.0,3.52,36.3736,-124.4733,0.595
0.239,48,5.0,2.46,2677.0,3.22,40.3951,-121.4775,1.318
0.237,39,5.04,2.92,1524.0,3.45,41.7642,-122.0412,0.754
0.232,4,6.7,3.02,4836.0,2.28,39.153,-120.8651,1.431
0.19,15,4.89,2.08,1483.0,3.68,41.2981,-123.6043,1.238
0.176,40,5.95,2.61,892.0,3.0,36.3811,-114.3361,0.82
0.278,6,5.7,2.52,660.0,3.76,35.3757,-119.5872,1.59
0.242,36,6.4,2.82,523.0,3.68,33.9651,-115.5077,1.426
0.438,18,6.35,2.83,1894.0,3.48,37.2584,-123.8751,1.897
0.329,11,5.47,2.46,4117.0,2.92,35.6059,-115.6293,0.993
0.326,27,3.8,1.7,942.0,3.5,33.5216,-117.6431,0.902
0.229,47,5.27,2.68,219.0,3.78,41.3532,-117.3729,1.436
0.285,45,5.48,2.66,2743.0,3.42,33.6752,-116.0334,0.846
0.337,21,5.79,2.74,2895.0,3.14,39.5275,-118.9762,1.568
0.382,1,4.76,2.34,2904.0,3.5,33.1467,-117.8429,1.243
0.288,45,6.64,3.72,206.0,2.63,37.5076,-115.0523,1.779
0.434,45,5.51,2.98,1174.0,4.06,38.9106,-123.1864,1.573
0.298,31,4.58,2.13,1871.0,1.82,34.7281,-123.9155,0.967
0.392,32,5.04,2.21,3750.0,3.02,33.2187,-114.1817,1.354
0.25,27,7.43,3.53,3324.0,2.72,38.137,-115.2443,2.168
0.158,1,6.16,2.32,4109.0,2.55,38.2276,-119.1031,1.222
0.327,8,6.55,3.42,2827.0,3.21,35.4638,-116.3019,1.697
0.383,8,4.46,2.04,2136.0,2.21,36.0738,-115.2398,0.701
0.364,46,4.81,2.04,2887.0,4.51,32.9333,-119.598,1.574
0.345,3,4.82,2.08,2047.0,2.05,35.31,-123.4714,1.386
0.263,28,5.68,2.55,955.0,2.33,40.8847,-119.4532,1.038
0.224,19,5.33,2.3,2963.0,2.27,34.1273,-120.8106,0.82
0.361,1,5.01,2.37,1614.0,3.14,36.9465,-124.257,2.166
0.345,46,5.14,2.11,1469.0,3.71,38.9298,-114.43,1.256
0.244,1,4.71,2.0,3608.0,3.37,40.1274,-116.9843,0.697
0.438,43,15.96,2.76,10340.0,4.03,33.2709,-116.2489,3.234
0.218,39,6.61,3.06,311.0,2.42,38.1224,-118.234,0.958
0.242,40,3.99,2.23,1909.0,3.46,38.4593,-121.6737,0.794
0.527,9,5.85,2.43,3057.0,2.79,34.3751,-118.3606,2.264
0.403,45,6.88,3.21,4231.0,3.16,32.7931,-117.3572,1.225
0.262,30,5.32,2.24,2681.0,3.78,40.5215,-118.2279,1.079
0.329,21,4.97,2.39,1441.0,1.82,36.6807,-123.165,1.394
0.314,35,6.42,3.72,1850.0,4.39,33.0774,-115.9577,1.046
0.114,18,4.52,1.72,2016.0,2.9,37.9913,-121.3757,0.2
0.216,14,5.48,2.58,1806.0,1.88,36.0807,-120.3343,1.239
0.292,15,4.46,2.35,3409.0,2.52,33.2619,-118.7175,1.007
0.262,29,3.63,1.56,4034.0,3.07,35.2276,-114.2348,0.619
0.324,31,5.35,2.13,3602.0,2.51,35.6049,-121.2185,1.497
0.441,13,4.24,2.06,2033.0,1.57,37.9616,-124.0603,1.091
0.266,13,5.49,2.64,1580.0,3.07,36.3317,-114.2892,1.362
0.205,48,6.62,3.08,583.0,2.49,33.5164,-114.4465,1.23
0.333,26,7.35,3.92,4030.0,3.46,38.5357,-122.4181,1.642
0.265,44,5.59,2.85,4817.0,2.25,39.4236,-115.795,0.429
0.282,17,6.52,2.65,463.0,4.58,37.3194,-114.844,1.473
0.268,15,5.9,2.84,825.0,3.36,33.1018,-124.3636,1.335
0.652,15,5.12,2.65,1229.0,3.14,33.4806,-116.5751,2.148
0.136,27,3.58,1.78,4027.0,3.44,41.4741,-122.6112,0.425
0.26,39,7.13,3.08,1238.0,1.72,34.299,-115.8146,1.42
0.297,26,4.45,2.61,266.0,2.65,35.4212,-124.2801,0.986
0.226,15,6.88,3.2,1812.0,4.25,39.0314,-117.242,1.731
0.407,49,6.04,2.33,1949.0,2.78,40.0224,-115.9239,
0.395,29,4.52,1.81,2097.0,2.96,41.1547,-124.1258,1.906
0.292,20,5.81,2.62,2672.0,2.67,36.2543,-116.5508,1.307
0.27,1,7.63,3.23,1361.0,4.03,41.9268,-123.253,1.685
0.286,29,7.04,2.98,342.0,2.83,33.487,-123.6696,1.405
0.287,32,4.99,2.4,715.0,2.12,40.3521,-114.833,1.219
0.289,47,4.79,2.1,3723.0,4.81,35.085,-114.8082,0.516
0.278,12,5.6,2.28,3366.0,2.04,41.4024,-116.718,1.406
0.325,9,5.33,2.89,1450.0,2.93,40.7574,-115.1528,1.439
0.387,50,6.7,3.02,4715.0,2.41,39.7416,-124.3246,1.419
0.193,28,6.24,2.87,2797.0,2.51,38.2356,-119.1274,0.995
0.206,2,3.81,1.8,,2.26,34.5373,-115.3478,1.1
0.161,6,5.96,2.83,,2.62,36.8883,-115.1259,0.805
0.403,24,5.32,2.48,1640.0,3.69,32.8305,-120.6462,1.758
0.325,31,5.54,2.56,3037.0,1.67,39.2393,-121.0916,1.462
0.355,13,5.75,2.47,3046.0,3.88,33.6009,-117.1502,1.298
0.18,19,6.7,3.05,2386.0,3.76,34.9537,-123.8682,1.311
0.555,37,6.48,3.14,3249.0,3.36,34.828,-116.3045,2.578
0.24,49,4.75,2.46,1813.0,3.09,39.9855,-121.8783,1.04
0.315,25,5.44,2.71,670.0,3.19,36.3062,-119.0235,1.118
0.401,21,5.05,2.35,416.0,4.0,37.5781,-122.4782,1.439
0.21,19,3.82,1.95,2345.0,1.78,34.4819,-116.7892,0.72
0.246,7,5.39,2.35,4582.0,3.51,35.674,-114.4571,1.116
0.317,3,7.34,3.36,1228.0,2.48,37.363,-118.8212,2.064
0.808,42,3.79,1.63,3041.0,3.58,34.3449,-114.5175,2.248
0.33,2,5.48,2.78,987.0,2.57,39.0532,-120.2783,1.784
0.522,42,5.44,2.82,3231.0,3.49,36.768,-121.4928,1.109
0.453,13,5.79,2.49,1083.0,1.92,41.8447,-115.6946,2.367
0.338,35,4.54,2.13,2314.0,1.82,34.842,-124.1017,1.603
0.21,48,4.07,1.98,4079.0,2.92,36.2626,-121.5477,0.242
0.431,38,4.12,1.84,1989.0,4.0,41.2843,-117.2499,1.43
0.176,37,6.83,3.06,4684.0,3.38,40.917,-122.5164,1.359
0.521,14,4.52,2.44,423.0,3.37,37.0996,-115.1502,2.064
0.319,30,,2.1,602.0,3.6,33.6741,-119.4371,1.446
0.118,33,7.6,3.77,1011.0,2.72,36.3834,-121.918,1.507
0.264,22,,1.95,1370.0,3.43,38.0796,-120.6018,1.776
0.374,2,5.84,3.19,2242.0,2.59,34.9152,-121.5207,1.55
0.274,46,6.56,3.03,4586.0,2.78,34.3158,-117.1403,0.958
0.382,10,6.52,3.16,1360.0,2.87,37.5487,-123.346,2.329
0.221,49,4.17,2.44,1913.0,2.62,34.1722,-115.5364,0.677
0.188,47,4.79,2.14,413.0,2.95,40.8081,-122.9374,0.924
0.29,1,5.8,3.38,3629.0,2.82,33.2053,-121.5341,0.666
0.301,37,7.43,3.64,2820.0,2.5,41.8803,-117.9196,0.975
0.263,32,4.74,2.04,416.0,2.9,37.6105,-120.7808,1.641
0.457,12,5.01,2.51,2427.0,3.11,41.8438,-119.1444,2.125
0.221,41,5.92,3.08,1248.0,2.23,39.6394,-118.5244,1.098
0.332,6,6.12,2.71,2222.0,3.29,33.9525,-121.7803,1.405
0.304,13,6.18,3.01,1564.0,2.65,34.6607,-118.8867,1.504
0.172,48,4.65,2.3,3964.0,3.14,33.516,-114.6367,0.535
0.187,38,4.97,2.11,475.0,2.53,39.4263,-124.474,0.421
0.299,6,5.72,3.06,3077.0,3.74,34.1023,-118.2396,1.256
0.595,8,6.76,3.37,4007.0,3.67,39.2885,-121.1378,2.94
0.364,13,5.26,2.31,206.0,2.27,40.6652,-115.4484,1.94
0.163,4,5.48,2.96,4541.0,3.37,36.4113,-123.4858,0.714
0.1,10,4.47,1.82,3857.0,4.01,38.7799,-123.8634,0.834
0.384,29,7.36,3.58,1540.0,2.34,41.0044,-120.2486,2.347
0.287,1,5.65,2.49,2516.0,2.39,39.6547,-117.4257,1.013
0.443,15,6.58,2.89,3468.0,3.51,33.7422,-124.4323,2.652
0.218,16,5.53,2.67,2680.0,2.08,35.2789,-115.982,1.433
0.336,49,5.59,2.79,3831.0,2.46,37.5886,-120.9666,1.195
0.4,49,4.0,1.91,4469.0,2.29,35.0106,-114.8373,0.913
0.254,43,3.35,1.49,1918.0,3.52,37.3063,-114.9895,0.829
0.256,18,6.75,,724.0,2.52,41.5519,-116.48,1.699
0.3,27,5.58,3.0,2270.0,2.8,36.8051,-116.7614,1.204
0.36,26,5.71,2.38,3077.0,2.48,34.9859,-118.1915,2.03
0.296,44,4.25,2.18,3920.0,3.8,33.8925,-116.1579,0.2
0.418,38,4.6,2.12,1554.0,2.4,41.0604,-122.6301,1.274
0.253,46,6.56,3.19,4655.0,2.01,34.683,-115.9204,1.116
0.187,28,7.24,3.5,376.0,1.99,34.3394,-118.5653,1.259
0.594,46,4.88,2.04,2986.0,3.49,37.7358,-116.2893,2.19
0.241,38,6.17,2.96,2299.0,3.54,36.8863,-119.3151,0.677
0.244,37,5.69,2.8,3535.0,3.87,36.1638,-117.8749,0.868
0.291,34,5.38,2.63,1561.0,2.12,37.9972,-120.9132,1.562
0.304,17,7.35,3.68,4673.0,2.84,37.9094,-120.0437,1.192
0.26,31,5.05,2.57,207.0,4.7,33.1498,-120.6699,1.063
0.296,18,6.74,,4115.0,2.79,36.4417,-116.7238,1.336
0.293,33,5.88,2.42,2566.0,2.61,39.3494,-122.3942,1.427
0.316,13,5.48,2.45,2676.0,2.99,36.126,-114.7295,1.594
0.13,40,6.87,3.38,1693.0,3.37,41.9778,-115.7925,0.818
0.574,29,5.79,2.52,2080.0,3.36,34.7362,-115.4518,2.298
0.282,36,5.4,3.03,2283.0,2.57,37.2155,-114.9032,1.103
0.364,12,6.88,2.9,1693.0,2.59,38.9023,-119.9218,2.013
0.184,40,6.75,2.86,256.0,2.79,37.7047,-115.1349,1.089
0.252,41,6.7,2.63,2122.0,2.49,32.8712,-119.8369,1.697
0.235,8,1.61,0.7,2128.0,2.14,37.3798,-123.4331,0.209
0.497,18,5.94,2.72,3665.0,4.27,41.6811,-123.9794,2.275
0.242,34,5.71,2.42,2457.0,2.72,36.3633,-123.8324,0.799
0.388,44,5.47,2.77,2837.0,2.75,33.6037,-122.5259,1.984
0.237,37,6.11,3.02,2436.0,2.78,32.702,-120.722,1.086
0.254,24,5.76,2.76,2235.0,2.94,36.4165,-114.2179,0.822
0.273,15,6.18,2.6,3641.0,3.3,34.2603,-121.9674,1.33
0.466,46,5.23,2.71,3442.0,2.67,40.4296,-114.9136,1.124
0.153,44,7.0,3.67,4958.0,3.8,41.5464,-115.9904,0.459
0.188,45,6.28,2.92,2584.0,3.42,41.435,-115.4582,1.016
0.15,16,6.04,2.69,333.0,2.87,36.058,-116.26,1.483
0.203,22,5.99,3.06,3009.0,2.53,36.8202,-114.2825,1.338
0.224,13,6.66,2.98,2100.0,3.76,35.4933,-123.242,1.371
0.169,48,6.52,2.75,659.0,2.89,33.726,-119.4707,1.071
0.23,44,5.39,2.3,4312.0,2.13,37.8109,-120.9002,1.003
0.147,9,6.49,2.99,3238.0,3.71,34.2689,-121.5155,1.702
0.208,13,5.67,2.73,3203.0,2.49,33.0644,-119.8083,0.892
0.453,28,7.42,3.03,3254.0,3.61,40.5696,-119.4502,2.766
0.342,21,6.6,3.14,4921.0,1.24,40.0859,-114.1476,1.263
0.317,23,4.87,2.13,3502.0,2.74,41.2997,-121.7208,1.586
0.209,19,7.83,3.14,3624.0,3.81,35.6104,-114.9273,1.227
0.174,34,3.4,1.5,3804.0,3.0,40.7718,-122.7468,0.2
0.2,45,6.14,3.23,3676.0,3.42,36.2853,-117.517,0.666
0.293,46,4.8,2.59,3579.0,2.37,33.1914,-121.2931,0.608
0.403,23,7.38,3.62,565.0,3.24,36.8495,-114.416,2.368
0.408,42,5.75,2.57,2131.0,3.0,37.761,-117.8366,1.994
0.371,35,4.71,2.15,1521.0,3.17,36.6049,-123.8257,0.731
0.23,10,5.23,2.06,4475.0,4.43,39.9616,-114.8028,1.015
0.3,40,4.79,2.19,3002.0,3.91,35.8424,-121.4149,0.668
0.266,18,5.19,2.55,2675.0,3.55,41.2501,-114.7623,1.449
0.277,32,5.17,2.76,2707.0,3.56,33.2046,-124.3584,1.484
0.607,37,4.75,2.03,3474.0,2.36,39.3439,-122.2037,2.005
0.16,48,5.77,2.75,3860.0,2.67,41.3253,-121.5768,0.334
0.274,48,5.89,3.28,1167.0,1.93,37.755,-117.2761,0.615
0.454,41,4.5,2.14,4969.0,2.11,40.8474,-116.1215,1.903
0.178,26,3.84,2.02,3857.0,2.38,39.0724,-117.8841,0.88
0.237,21,5.81,2.88,1192.0,2.98,32.638,-123.8488,0.653
0.247,23,6.03,2.87,3108.0,2.14,38.8768,-119.9468,1.4
0.275,48,6.23,3.25,2256.0,2.97,38.7373,-119.3132,0.792
0.17,11,6.05,3.02,2008.0,2.89,32.5003,-120.7334,0.924
0.366,27,7.07,3.62,4360.0,2.21,36.387,-120.0948,1.373
0.375,34,6.5,3.32,1571.0,4.07,32.8686,-119.4325,1.148
0.355,2,8.18,4.31,4223.0,2.07,35.2835,-118.683,2.171
0.219,32,8.6,4.29,3256.0,3.78,41.8725,-117.875,2.01
0.306,14,3.74,1.95,4122.0,1.42,41.4327,-122.2937,
0.217,15,3.3,1.49,3777.0,2.9,39.0062,-115.0323,0.91
0.265,32,5.49,2.57,3177.0,2.16,35.9851,-115.8072,1.377
0.632,1,6.0,2.57,1114.0,2.54,36.2663,-116.2406,3.228
0.307,8,5.42,2.19,4967.0,4.27,32.863,-116.0385,1.958
0.196,23,6.2,2.78,3283.0,2.76,35.7137,-118.9827,1.321
0.317,30,5.23,2.39,1917.0,2.23,39.9517,-114.4929,1.845
0.185,6,4.81,2.14,1430.0,3.34,37.4339,-120.6575,0.7
0.195,19,4.96,2.26,758.0,2.75,37.0284,-120.0902,1.233
0.207,16,5.3,2.51,1715.0,3.11,33.3654,-115.9291,1.51
0.255,27,6.34,3.03,836.0,2.36,41.2305,-115.3755,1.15
0.413,16,5.01,2.64,4462.0,2.39,35.1892,-119.7856,0.509
0.364,1,5.21,2.3,2291.0,2.45,36.1376,-115.5959,1.357
0.357,27,6.07,2.9,3204.0,3.56,35.6417,-117.851,1.356
0.202,43,5.3,2.22,4063.0,2.84,35.623,-120.4258,0.837
0.246,30,6.62,2.9,4814.0,2.27,38.1936,-114.9923,0.975
0.327,19,4.58,2.32,2373.0,3.11,38.4568,-119.2166,1.275
0.239,25,4.36,1.86,450.0,3.06,38.1863,-115.584,0.831
0.27,8,5.8,3.66,3134.0,3.4,33.1507,-115.9696,1.265
0.347,12,5.9,2.37,4745.0,2.66,41.7106,-123.4854,1.596
0.263,22,4.64,2.53,1918.0,2.95,39.2829,-115.3532,0.856
0.322,30,6.84,3.11,691.0,3.3,40.8859,-122.7946,2.0
0.519,25,7.42,3.4,3631.0,2.29,34.0169,-115.9545,2.969
0.28,49,4.87,2.1,3179.0,3.62,41.355,-116.5665,0.509
0.449,32,6.99,3.43,935.0,3.01,39.356,-116.7597,2.301
0.362,2,3.12,1.87,217.0,2.23,37.2568,-114.8308,0.908
0.178,27,6.58,3.23,2696.0,2.22,32.7198,-118.1941,0.465
0.202,30,4.64,2.26,913.0,2.93,34.9053,-120.9447,1.155
0.222,3,6.48,3.83,1088.0,2.61,40.468,-118.2715,2.051
0.22,20,4.54,2.15,1683.0,3.53,36.1022,-117.1906,0.843
0.288,44,5.43,2.88,2449.0,2.8,38.9436,-120.6715,1.598
0.369,18,4.69,2.1,4126.0,3.21,39.4425,-121.8299,1.178
0.461,23,5.29,2.58,2266.0,2.41,39.8687,-119.3582,1.809
0.331,12,7.33,2.94,4214.0,2.98,36.1323,-115.0678,2.371
0.254,4,5.39,2.63,3101.0,3.92,41.1434,-117.8801,1.023
0.143,16,7.61,3.48,2085.0,2.9,35.2759,-115.0788,1.454
0.305,39,5.11,2.49,2645.0,2.61,40.4426,-119.5113,0.998
0.3,50,6.99,3.94,877.0,2.4,36.535,-114.5566,1.182
0.317,34,3.87,1.88,4883.0,2.99,34.7252,-116.1886,0.635
0.621,42,5.21,2.32,1649.0,3.99,35.7628,-120.7769,1.641
0.459,33,4.96,2.24,4521.0,2.05,40.0959,-119.7937,1.95
0.391,33,7.04,3.45,3296.0,2.97,38.3413,-114.0234,1.92
0.212,22,5.69,3.14,1611.0,1.8,33.7984,-114.4861,1.01
0.248,4,3.41,1.53,2536.0,2.71,33.6777,-120.1925,0.734
0.288,21,4.19,1.92,,3.18,39.0284,-115.7476,1.244
0.227,44,4.49,1.98,3154.0,1.89,34.7752,-114.9478,0.895
0.354,27,6.43,3.15,510.0,2.69,34.4823,-121.8566,1.721
0.337,39,6.31,3.58,3267.0,3.2,39.6203,-119.0651,1.677
0.203,3,5.2,2.36,1150.0,3.09,35.5652,-116.5506,1.288
0.452,11,4.95,2.36,817.0,3.24,33.1489,-123.693,1.942
0.308,15,6.22,2.61,1266.0,2.32,36.5359,-116.0403,1.953
0.162,18,4.37,2.08,628.0,3.2,37.9072,-122.284,0.663
0.292,50,5.96,2.85,4465.0,2.58,38.2141,-119.4708,0.63
0.328,24,5.87,2.69,4692.0,3.5,33.0558,-120.5604,1.356
0.418,34,5.23,2.64,4639.0,1.38,36.8088,-116.7282,1.449
0.264,33,5.9,2.99,3647.0,2.8,35.9158,-122.0518,1.028
0.397,21,5.6,2.69,1306.0,3.07,36.7649,-119.6032,2.154
0.317,49,6.0,3.13,,3.94,32.8961,-121.7114,1.28
0.188,12,4.17,2.03,3841.0,3.06,35.3083,-123.9246,0.692
0.181,2,6.11,2.46,1335.0,3.13,38.6129,-115.6431,1.308
0.44,38,6.53,2.83,4211.0,3.26,33.6962,-122.1425,1.885
0.452,33,5.82,2.69,4985.0,3.88,41.6126,-122.0596,1.893
0.333,14,6.1,2.53,2012.0,2.73,41.9422,-124.009,1.761
0.502,44,5.39,2.79,3023.0,2.02,35.9242,-119.2217,1.729
0.43,9,6.39,2.46,4383.0,1.88,38.9691,-121.6759,1.702
0.378,13,5.57,2.77,1459.0,3.46,38.5358,-118.5622,1.569
0.216,8,4.35,1.74,4945.0,3.16,34.0881,-116.9029,0.922
0.545,10,6.32,2.53,1655.0,2.82,36.1878,-124.0177,2.733
0.359,37,3.87,2.21,4845.0,2.59,41.8161,-122.3949,0.445
0.26,36,5.78,2.42,1322.0,3.13,33.7129,-120.3956,1.031
0.235,33,5.12,2.5,3761.0,3.15,37.9642,-115.2625,0.557
0.325,44,5.05,2.54,2721.0,3.34,38.1922,-123.3479,1.513
0.166,4,5.67,2.57,1983.0,2.22,34.0915,-116.6898,1.162
0.38,32,4.79,2.52,2307.0,1.76,37.5849,-114.4874,1.483
0.213,6,6.01,2.73,1289.0,2.36,41.2159,-123.6845,1.352
0.339,48,5.56,2.91,3425.0,2.05,33.5987,-121.0034,0.964
0.248,32,4.88,2.29,4965.0,2.02,34.3026,-116.4195,0.644
0.271,38,6.84,2.89,3011.0,4.1,34.9285,-114.6806,1.465
0.228,29,5.7,2.62,1525.0,1.41,39.6343,-121.9093,1.042
0.281,20,6.13,3.02,3415.0,3.33,37.9839,-117.7603,1.5
0.576,35,6.92,3.13,2304.0,3.63,37.2837,-116.8186,2.683
0.483,42,6.9,3.79,4621.0,3.69,40.0246,-120.2577,2.094
0.337,9,6.08,3.15,1467.0,3.19,41.7935,-117.47,1.878
0.295,44,5.2,2.58,2687.0,3.92,34.3616,-118.7342,0.855
0.4,37,4.07,1.8,2581.0,4.25,40.2145,-114.6596,1.131
0.442,5,5.71,2.62,4451.0,2.79,36.0158,-118.8434,2.237
0.222,47,6.59,2.99,729.0,3.31,33.8869,-119.0756,1.661
0.289,10,5.85,2.8,3165.0,3.89,34.9369,-117.4724,1.718
0.157,31,2.06,1.06,4083.0,2.4,36.2933,-122.9009,0.2
0.441,7,6.37,2.66,1935.0,2.83,41.042,-118.9249,2.058
0.613,10,6.43,3.28,2624.0,2.56,37.0449,-123.9678,2.894
0.306,33,15.600000000000001,2.38,32260.0,3.32,38.3359,-117.9162,1.84
0.141,34,6.49,3.12,2213.0,1.67,32.8157,-118.886,0.454
0.368,35,6.13,2.77,4760.0,4.01,33.1081,-115.6863,1.332
0.217,18,4.81,2.43,1943.0,3.37,41.4142,-116.1241,1.082
0.236,42,6.77,2.93,1168.0,3.41,40.464,-119.9583,1.434
0.37,3,4.23,1.78,2982.0,1.35,37.1516,-117.5806,1.379
0.325,43,5.44,,2455.0,2.27,34.4038,-121.3152,1.095
0.251,16,5.34,2.51,3943.0,4.04,32.8817,-120.4277,0.847
0.237,32,4.67,2.32,374.0,2.88,41.7658,-123.6807,1.148
0.311,46,5.8,2.18,4532.0,1.79,32.5539,-123.4426,1.257
0.258,13,6.81,3.58,3568.0,3.16,34.7577,-115.9032,1.692
0.202,21,6.75,2.96,4239.0,3.48,38.9971,-114.2946,1.154
0.265,42,6.22,2.87,2155.0,3.37,41.41,-119.3632,0.792
0.335,44,3.8,1.82,2338.0,2.89,33.6121,-123.1564,0.791
0.279,12,4.16,1.95,1805.0,3.79,39.852,-123.5724,1.418
0.181,26,5.67,2.84,4203.0,2.51,35.6518,-124.0232,0.266
0.42,17,5.47,2.5,541.0,3.38,38.9573,-115.2728,1.916
0.114,26,5.0,2.31,2737.0,3.09,33.418,-119.8569,0.618
0.254,19,7.41,2.81,1447.0,2.91,40.7158,-115.2561,2.282
0.239,1,5.61,2.42,3263.0,2.73,39.2186,-120.6903,1.148
0.313,47,6.04,2.74,4826.0,2.76,41.5782,-118.3254,1.091
0.362,32,6.49,2.93,3437.0,3.02,37.273,-117.4247,2.143
0.441,24,5.55,2.25,412.0,2.8,40.9331,-123.9746,1.845
0.232,6,8.09,,2118.0,3.51,37.6338,-117.3433,2.031
0.365,4,4.56,2.21,350.0,2.62,37.3715,-116.103,1.786
0.318,24,4.89,2.85,,4.1,33.3988,-124.2682,1.154
0.163,33,4.56,2.06,1035.0,2.59,40.2346,-123.8824,0.826
0.578,14,7.06,3.11,3524.0,3.64,36.4159,-119.0181,2.793
0.18,38,6.3,3.32,2761.0,3.67,38.2002,-114.3005,1.502
0.344,20,4.96,2.08,1678.0,3.12,38.6816,-114.2809,0.85
0.341,1,4.64,2.37,4315.0,3.05,39.8607,-123.3494,1.32
0.327,27,6.88,3.39,3785.0,2.49,37.9658,-116.5108,1.515
0.25,10,5.86,2.76,,2.64,38.3892,-116.1702,1.261
0.397,1,6.91,2.86,1899.0,3.15,37.4472,-115.292,2.617
0.172,7,5.44,2.82,1506.0,2.97,38.3325,-124.0431,0.932
0.291,15,6.01,2.79,3010.0,3.83,36.7202,-114.2894,
0.244,26,5.8,2.57,3992.0,2.68,39.8759,-115.8721,1.145
0.235,50,4.88,2.2,4220.0,2.72,40.1998,-118.1193,0.868
0.345,11,5.36,2.41,3931.0,1.83,37.4125,-123.7983,1.478
0.434,3,4.32,1.92,311.0,3.45,33.893,-121.9783,1.968
0.264,10,5.99,3.01,4926.0,3.39,36.0482,-120.8604,1.227
0.391,16,6.26,2.57,1353.0,3.68,40.4794,-115.4974,1.71
0.303,11,6.49,3.12,248.0,3.72,41.2091,-116.5082,2.274
0.218,17,6.17,3.01,2893.0,3.55,35.037,-114.6224,0.935
